"dis3l2_yg_cKO_1_1_S11_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_1_2_S14_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_1_3_S9_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_1_4_S12_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_2_1_S15_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_2_2_S10_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_2_3_S13_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_cKO_2_4_S16_L002_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_1_1_S6_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_1_2_S1_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_1_3_S4_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_1_4_S7_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_2_1_S2_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_2_2_S5_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_2_3_S8_L001_R1_001_cutadaptAligned_genes_yes.txt" "dis3l2_yg_ctr_2_4_S3_L001_R1_001_cutadaptAligned_genes_yes.txt"
"ENSMUSG00000042705" 285 351 400 432 335 290 342 289 325 282 347 469 501 423 352 385
"ENSMUSG00000042707" 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 3
"ENSMUSG00000042708" 63 101 102 89 201 161 145 97 186 174 156 202 115 86 63 74
"ENSMUSG00000042709" 428 456 440 497 587 573 375 447 172 112 97 186 201 230 178 135
"ENSMUSG00000042712" 5 26 60 40 20 44 21 98 11 24 52 6 15 153 76 14
"ENSMUSG00000042717" 1 16 2 1 5 35 7 8 8 0 19 8 26 14 1 23
"ENSMUSG00000042719" 1295 1396 1447 1529 1285 1404 1593 1505 865 627 872 1003 1019 782 926 986
"ENSMUSG00000042724" 387 495 539 445 540 653 506 472 451 351 191 433 509 305 252 364
"ENSMUSG00000042726" 1658 1333 1495 1645 1401 1486 1186 1154 2591 2029 2387 2624 2264 1851 1985 2000
"ENSMUSG00000042729" 32 94 109 48 86 61 75 105 112 87 50 96 145 44 148 52
"ENSMUSG00000042734" 1 29 82 26 32 25 40 20 11 21 0 3 6 39 17 11
"ENSMUSG00000042737" 25 36 41 23 7 24 20 15 15 23 8 26 24 13 18 14
"ENSMUSG00000042742" 1578 1945 2807 1647 2464 1954 1743 1979 1245 892 1219 1216 1579 1463 1519 1229
"ENSMUSG00000042743" 1595 1214 1715 1765 1554 2158 1740 1652 148 92 178 246 139 62 40 37
"ENSMUSG00000042744" 10653 9656 12169 9559 10871 11000 8979 9527 4526 3229 3239 4316 4851 3511 4118 5186
"ENSMUSG00000042745" 25 74 99 31 27 20 24 35 20 18 7 0 10 28 13 32
"ENSMUSG00000042747" 107 109 66 99 66 59 79 84 116 98 110 75 132 69 116 29
"ENSMUSG00000042750" 0 0 0 0 0 0 0 6 1 0 0 0 0 8 0 0
"ENSMUSG00000042751" 256 267 407 374 486 430 223 218 374 226 233 302 393 274 406 312
"ENSMUSG00000042757" 3435 2879 4474 3539 3565 3591 3044 3145 3232 2433 2642 3316 4599 3579 3669 3441
"ENSMUSG00000042759" 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000042761" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"ENSMUSG00000042763" 14 20 42 30 64 20 15 29 0 0 0 0 9 0 0 3
"ENSMUSG00000042766" 0 0 4 0 1 0 5 0 0 0 10 0 0 0 0 0
"ENSMUSG00000042770" 0 1 0 0 0 0 1 0 0 0 0 0 0 0 7 7
"ENSMUSG00000042772" 13571 13362 15962 15233 15122 16310 14158 14804 4403 2173 2983 3074 7490 4527 4941 4654
"ENSMUSG00000042774" 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000042784" 0 1 3 3 0 1 0 0 1 0 0 0 25 0 0 0
"ENSMUSG00000042787" 170 168 211 207 238 216 252 233 49 6 4 7 62 46 28 36
"ENSMUSG00000042788" 0 2 1 2 0 8 0 0 1 0 0 0 0 0 0 0
"ENSMUSG00000042790" 2448 2046 2703 2642 2981 3154 2345 2564 2636 2135 2465 2815 3480 2483 2595 2217
"ENSMUSG00000042793" 277 444 608 264 267 88 240 287 1838 1053 1313 1321 2040 1350 1521 2113
"ENSMUSG00000042796" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000042797" 15 0 64 38 3 9 4 10 12 4 8 7 8 24 0 3
"ENSMUSG00000042800" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"ENSMUSG00000042801" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000042804" 77 56 94 60 35 67 69 51 19 21 1 55 1 1 8 10
"ENSMUSG00000042807" 671 576 803 546 605 670 765 560 336 267 307 198 680 358 767 819
"ENSMUSG00000042808" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000042810" 234 247 257 313 318 360 453 313 408 404 397 438 467 336 387 411
"ENSMUSG00000042812" 0 0 8 0 2 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000042814" 24 3 7 11 9 14 11 18 12 11 27 46 37 30 33 40
"ENSMUSG00000042816" 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0
"ENSMUSG00000042817" 18 41 5 22 12 10 5 19 5 29 10 59 26 15 4 15
"ENSMUSG00000042821" 1871 2790 2249 2713 2451 2106 2069 2239 376 188 259 336 869 330 352 346
"ENSMUSG00000042826" 3 0 1 2 9 0 0 2 0 0 5 0 15 0 4 1
"ENSMUSG00000042828" 0 15 0 10 2 0 1 0 4 0 0 0 0 0 0 5
"ENSMUSG00000042831" 46 41 26 29 37 49 43 35 65 60 65 113 139 71 101 67
"ENSMUSG00000042834" 308 606 1051 316 329 234 330 405 119 73 92 145 112 98 221 188
"ENSMUSG00000042842" 0 0 1 1 4 0 1 8 0 0 0 0 4 2 7 2
"ENSMUSG00000042845" 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
"ENSMUSG00000042846" 278 153 294 199 102 201 113 240 403 275 426 405 640 437 482 439
"ENSMUSG00000042848" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"ENSMUSG00000042849" 2 4 5 0 6 0 8 10 0 0 0 3 0 0 1 0
"ENSMUSG00000042851" 2842 2510 3211 2977 5513 4838 4819 4400 7190 5768 7522 7539 8561 7183 5107 4473
"ENSMUSG00000042854" 17 18 13 10 19 27 24 28 12 41 26 26 17 15 17 42
"ENSMUSG00000042857" 51 100 160 125 92 120 80 176 21 11 14 15 11 4 5 18
"ENSMUSG00000042861" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000042863" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000042869" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000042870" 0 1 0 16 0 0 0 0 0 0 0 0 5 0 0 0
"ENSMUSG00000042873" 0 0 3 0 0 1 1 0 3 0 0 4 0 1 0 8
"ENSMUSG00000042874" 49 44 43 28 15 26 29 27 79 22 53 26 53 45 28 68
"ENSMUSG00000042888" 0 0 9 0 4 1 3 3 12 2 16 1 2 32 19 9
"ENSMUSG00000042894" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000042895" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000042901" 498 465 570 509 486 580 440 411 518 326 438 351 417 413 483 445
"ENSMUSG00000042903" 34 42 29 31 32 21 14 16 4 11 15 19 11 2 2 17
"ENSMUSG00000042909" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000042918" 36 51 73 58 20 45 15 25 4 16 3 34 3 0 0 1
"ENSMUSG00000042938" 0 5 2 1 3 2 1 4 1 0 7 2 0 0 2 1
"ENSMUSG00000042940" 0 0 0 0 0 0 0 3 13 1 0 7 0 0 24 0
"ENSMUSG00000042942" 100 102 321 184 151 101 170 146 43 74 98 70 29 79 75 20
"ENSMUSG00000042961" 283 301 526 290 162 189 256 287 124 149 109 176 125 89 44 94
"ENSMUSG00000042962" 1 4 2 0 5 1 7 3 3 0 10 7 5 0 3 8
"ENSMUSG00000042976" 183 254 282 213 269 259 224 205 319 186 184 393 435 240 209 225
"ENSMUSG00000042978" 540 495 454 500 389 375 416 453 1141 658 798 925 859 541 676 641
"ENSMUSG00000042985" 4 39 26 78 51 113 94 69 77 72 29 124 214 30 46 24
"ENSMUSG00000042988" 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 12
"ENSMUSG00000042992" 1710 1792 1954 1831 1960 2156 1818 2012 1705 1283 1808 1814 1608 1275 1325 1156
"ENSMUSG00000042993" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"ENSMUSG00000042997" 15 48 22 49 67 69 23 39 0 0 1 0 0 0 0 1
"ENSMUSG00000043003" 21 70 155 76 184 40 155 160 6 11 13 0 24 0 0 0
"ENSMUSG00000043004" 405 166 594 457 224 340 649 572 149 158 140 148 39 134 68 76
"ENSMUSG00000043008" 15 8 17 33 9 0 14 11 6 0 2 8 17 23 0 4
"ENSMUSG00000043013" 158 288 329 142 132 269 149 99 171 74 117 111 202 84 75 105
"ENSMUSG00000043015" 140 160 160 145 173 211 187 154 175 80 169 200 169 198 201 185
"ENSMUSG00000043017" 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0
"ENSMUSG00000043019" 1267 1848 1930 1661 2230 1783 2033 2570 1148 737 669 930 1564 841 1265 846
"ENSMUSG00000043020" 0 0 0 0 0 0 1 2 3 0 0 0 0 0 0 0
"ENSMUSG00000043024" 6 10 16 10 27 4 7 7 5 9 15 23 22 14 12 14
"ENSMUSG00000043029" 4969 5004 5789 5096 5276 5440 5262 4687 422 122 226 313 543 338 313 244
"ENSMUSG00000043036" 64 75 61 73 91 41 86 52 109 61 115 111 147 152 178 105
"ENSMUSG00000043050" 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043051" 1541 1558 1870 1526 635 740 634 750 1521 1167 1322 1803 239 160 253 168
"ENSMUSG00000043059" 1554 1681 1641 1476 1723 1768 1468 1397 2216 2245 2391 2879 3283 2043 2455 1946
"ENSMUSG00000043060" 37 52 46 72 21 21 25 62 20 16 21 28 18 4 16 11
"ENSMUSG00000043061" 17 36 34 11 11 22 28 39 10 0 0 3 4 13 2 29
"ENSMUSG00000043065" 1158 1163 1183 1361 1263 1398 1329 1337 1197 1213 1422 1660 2017 1688 1737 1229
"ENSMUSG00000043066" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043067" 2253 2537 3579 2151 2814 2149 3233 2514 3588 2370 4179 3769 6395 4848 4489 4516
"ENSMUSG00000043068" 1 12 10 26 11 1 4 14 0 12 4 13 1 0 5 6
"ENSMUSG00000043073" 0 58 23 6 3 1 6 0 0 0 17 0 2 12 0 2
"ENSMUSG00000043079" 139 223 306 233 109 157 129 93 340 324 522 452 571 412 375 350
"ENSMUSG00000043085" 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0
"ENSMUSG00000043087" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043088" 6 1 7 8 2 0 0 0 4 0 0 0 0 0 0 2
"ENSMUSG00000043089" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043090" 1252 1075 1375 1208 1495 1419 1767 1534 1223 1225 1383 1610 1693 1168 1012 868
"ENSMUSG00000043091" 457 793 708 597 664 406 539 677 1181 703 790 712 1242 513 777 858
"ENSMUSG00000043099" 35 404 57 15 33 116 31 52 55 18 12 16 14 139 37 16
"ENSMUSG00000043102" 0 1 1 2 0 0 6 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043110" 1127 1722 1987 1107 1159 1160 1191 1401 865 434 564 485 997 703 515 554
"ENSMUSG00000043119" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043122" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1
"ENSMUSG00000043126" 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043131" 2502 3350 3055 2973 3184 2923 3638 3530 817 849 976 1186 1511 985 1040 812
"ENSMUSG00000043140" 437 357 347 434 470 541 547 469 520 530 594 555 735 394 521 403
"ENSMUSG00000043144" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043145" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"ENSMUSG00000043153" 334 230 295 379 319 475 380 359 12 4 51 31 45 33 11 11
"ENSMUSG00000043154" 703 980 1228 794 697 989 870 962 102 48 62 53 58 57 63 71
"ENSMUSG00000043155" 23 24 54 50 33 11 32 30 38 5 11 2 60 15 55 46
"ENSMUSG00000043157" 2 0 1 3 14 5 6 9 0 0 0 0 0 0 0 0
"ENSMUSG00000043162" 509 527 640 685 585 617 717 638 257 173 148 231 372 359 340 237
"ENSMUSG00000043164" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043165" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043168" 4 0 16 5 12 0 5 0 0 1 5 0 2 0 9 2
"ENSMUSG00000043183" 677 1862 1107 929 1005 728 943 1285 84 77 69 74 281 136 196 173
"ENSMUSG00000043190" 278 206 248 219 205 359 215 270 111 113 202 105 381 378 412 218
"ENSMUSG00000043192" 15 11 16 28 26 12 3 10 14 22 37 24 52 36 15 12
"ENSMUSG00000043207" 3219 3040 3657 3179 3835 3777 3543 3135 2361 2858 2894 3182 3722 3216 2432 2381
"ENSMUSG00000043219" 25 20 22 41 9 10 15 20 0 0 1 0 17 0 0 2
"ENSMUSG00000043223" 1 0 3 1 0 0 0 1 0 0 0 1 0 0 0 0
"ENSMUSG00000043226" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043230" 108 63 102 117 84 103 109 91 111 33 61 39 120 109 144 80
"ENSMUSG00000043241" 649 1179 1161 1164 996 834 857 818 2199 1287 1804 1988 3723 2717 2737 2078
"ENSMUSG00000043243" 41 52 34 53 52 20 16 11 95 50 34 83 72 41 44 34
"ENSMUSG00000043251" 9 5 0 1 5 11 6 2 16 2 0 11 0 0 3 2
"ENSMUSG00000043252" 70 460 186 111 159 117 214 275 6 3 25 13 1 27 43 11
"ENSMUSG00000043257" 87 116 92 115 125 173 91 108 15 24 43 24 59 21 52 36
"ENSMUSG00000043259" 9624 9189 11584 10455 9967 9273 9223 9555 9528 8672 11855 10626 15634 11074 11360 8758
"ENSMUSG00000043262" 335 614 650 436 453 461 425 593 168 94 151 145 341 158 174 120
"ENSMUSG00000043263" 1 0 4 0 23 19 103 94 11 3 16 4 11 16 0 3
"ENSMUSG00000043267" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043274" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043279" 4 15 28 2 1 56 6 9 0 6 9 16 9 39 0 12
"ENSMUSG00000043282" 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
"ENSMUSG00000043284" 528 541 603 549 573 601 589 539 645 650 650 904 1322 926 823 742
"ENSMUSG00000043286" 21 107 51 47 61 47 43 57 200 157 243 163 261 239 200 135
"ENSMUSG00000043289" 339 275 636 459 456 309 453 251 421 239 512 517 658 713 624 470
"ENSMUSG00000043290" 114 84 87 134 119 98 78 150 98 137 119 92 116 59 145 95
"ENSMUSG00000043295" 2 1 2 0 2 0 2 2 2 1 1 2 7 3 5 1
"ENSMUSG00000043298" 0 0 0 0 0 0 0 0 0 0 2 0 3 0 0 11
"ENSMUSG00000043300" 1160 1814 1900 1669 1694 1429 1702 1546 337 129 239 264 415 364 392 392
"ENSMUSG00000043301" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043308" 0 3 4 0 3 0 2 7 0 0 0 0 0 0 0 0
"ENSMUSG00000043310" 1 0 0 2 0 0 0 1 4 0 0 0 1 0 1 1
"ENSMUSG00000043311" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043312" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043313" 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043314" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043319" 5 51 71 14 18 15 15 16 6 3 3 2 6 8 18 27
"ENSMUSG00000043323" 2326 1990 3001 2323 2260 2431 2180 1529 5657 4899 5217 4828 6283 4451 4554 4607
"ENSMUSG00000043329" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043331" 0 7 0 0 9 1 0 11 5 0 2 0 0 0 0 3
"ENSMUSG00000043333" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043336" 11 5 37 15 13 10 3 8 0 24 19 13 80 1 25 4
"ENSMUSG00000043340" 3 10 17 8 6 0 14 5 0 0 0 0 0 0 0 0
"ENSMUSG00000043342" 600 874 878 869 487 599 482 877 88 87 146 122 193 129 212 144
"ENSMUSG00000043346" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043354" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043357" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043366" 0 0 2 0 2 0 0 0 0 1 0 0 0 0 0 0
"ENSMUSG00000043372" 665 821 1001 866 775 840 712 798 815 744 935 935 1308 840 989 812
"ENSMUSG00000043383" 2 2 19 12 7 33 23 51 0 4 2 0 3 0 0 4
"ENSMUSG00000043384" 303 273 611 354 953 1125 1016 1027 265 236 269 210 621 529 324 441
"ENSMUSG00000043385" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"ENSMUSG00000043388" 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0
"ENSMUSG00000043391" 21 8 12 19 7 3 1 2 0 0 0 0 0 2 0 0
"ENSMUSG00000043398" 5 14 14 0 2 0 5 1 9 0 0 12 8 0 35 12
"ENSMUSG00000043410" 140 85 296 185 116 130 141 115 81 43 110 58 56 85 52 42
"ENSMUSG00000043411" 4477 4262 4782 3910 3576 3667 3167 3255 5108 4008 4432 4769 5902 4521 4883 4521
"ENSMUSG00000043415" 1636 1650 2040 1433 1784 1695 1606 1499 692 623 927 821 1172 745 630 667
"ENSMUSG00000043418" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043419" 260 277 393 294 216 294 248 257 99 113 132 148 208 101 96 88
"ENSMUSG00000043421" 17 33 55 65 25 13 7 43 19 38 2 23 73 40 88 28
"ENSMUSG00000043424" 124 182 112 219 222 115 131 123 138 86 141 104 270 193 155 121
"ENSMUSG00000043429" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043430" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSMUSG00000043432" 128 116 148 92 102 91 101 98 26 35 43 48 11 8 57 22
"ENSMUSG00000043439" 45 11 21 32 22 1 46 26 9 12 14 28 11 11 4 13
"ENSMUSG00000043441" 852 800 1199 980 827 968 874 878 1724 1176 1548 1723 2529 1988 1727 1670
"ENSMUSG00000043445" 130 270 138 149 116 154 124 168 194 233 95 234 238 167 274 182
"ENSMUSG00000043448" 13 0 9 1 9 0 0 6 8 2 0 0 0 0 3 1
"ENSMUSG00000043453" 552 495 643 809 581 1031 1104 712 785 774 1218 1086 1790 1279 1403 1050
"ENSMUSG00000043456" 33 0 133 103 37 74 55 59 249 140 121 224 167 108 120 159
"ENSMUSG00000043458" 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043460" 16 35 44 63 32 29 27 57 28 36 17 12 106 16 10 41
"ENSMUSG00000043461" 94 146 306 240 253 90 91 38 351 230 315 333 507 527 395 267
"ENSMUSG00000043463" 10 31 28 4 5 6 31 22 13 16 32 9 51 33 51 38
"ENSMUSG00000043467" 4615 4638 5692 5388 4987 5137 5944 5138 2731 2523 3340 3974 7062 4764 5206 4067
"ENSMUSG00000043468" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043472" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043483" 19 18 11 10 8 7 4 7 14 29 32 22 25 22 36 29
"ENSMUSG00000043484" 3 5 3 1 9 8 4 3 2 1 1 10 1 0 5 5
"ENSMUSG00000043485" 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0
"ENSMUSG00000043487" 0 0 0 0 0 0 4 1 0 0 0 0 0 0 0 0
"ENSMUSG00000043488" 0 0 1 0 0 0 0 4 2 0 2 7 0 0 5 2
"ENSMUSG00000043496" 360 603 870 394 420 231 484 386 616 335 293 777 537 547 373 389
"ENSMUSG00000043501" 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0
"ENSMUSG00000043505" 87 41 71 47 93 82 55 121 46 37 61 69 127 77 34 48
"ENSMUSG00000043510" 314 279 332 380 329 356 376 382 366 448 391 575 615 758 535 357
"ENSMUSG00000043518" 0 0 0 1 0 3 0 3 0 0 0 0 0 0 0 0
"ENSMUSG00000043522" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043529" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043531" 106 198 806 197 178 73 194 190 15 7 4 1 0 0 37 0
"ENSMUSG00000043535" 9467 11247 12049 10033 10649 10221 9337 9545 8673 5403 7069 7282 8966 8239 8032 7637
"ENSMUSG00000043537" 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
"ENSMUSG00000043541" 214 216 315 334 288 242 262 194 730 807 928 1173 2460 1834 1755 1324
"ENSMUSG00000043542" 644 708 864 753 540 637 571 584 191 140 259 196 243 378 272 216
"ENSMUSG00000043549" 24 84 41 52 17 28 17 17 110 144 207 122 112 178 129 122
"ENSMUSG00000043556" 1185 1005 1254 1069 1039 1100 963 1122 1440 799 1220 1157 1693 1361 1424 1405
"ENSMUSG00000043557" 0 9 0 0 3 0 14 0 0 0 0 5 1 0 0 0
"ENSMUSG00000043569" 7 0 6 0 0 0 0 4 0 0 1 0 0 0 0 1
"ENSMUSG00000043572" 24 42 13 29 40 32 38 36 55 49 50 139 79 74 86 63
"ENSMUSG00000043583" 27 47 21 40 14 18 15 2 31 81 25 55 139 54 27 23
"ENSMUSG00000043587" 30 45 146 17 90 46 0 31 19 30 47 17 29 16 14 15
"ENSMUSG00000043592" 3 5 8 0 0 0 4 1 0 0 0 0 0 0 0 0
"ENSMUSG00000043602" 135 166 134 101 164 258 145 183 297 390 388 464 514 260 318 251
"ENSMUSG00000043605" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043613" 0 0 16 0 0 0 0 1 0 0 0 0 0 0 0 0
"ENSMUSG00000043614" 31 18 19 25 12 0 9 13 5 1 14 0 4 0 3 0
"ENSMUSG00000043618" 93 51 150 72 107 88 106 83 224 191 229 244 249 185 226 192
"ENSMUSG00000043621" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"ENSMUSG00000043623" 82 80 69 96 68 100 91 82 106 50 74 68 110 41 61 98
"ENSMUSG00000043629" 101 102 95 103 74 84 135 89 139 54 66 103 243 87 91 114
"ENSMUSG00000043631" 0 0 0 0 0 0 0 0 0 0 0 0 12 7 0 8
"ENSMUSG00000043633" 78 42 58 75 88 80 85 84 188 196 178 324 289 183 223 113
"ENSMUSG00000043635" 701 827 1260 845 941 689 760 785 662 381 719 568 961 774 758 594
"ENSMUSG00000043639" 1318 1628 1785 1792 1827 1320 1851 1522 1141 619 734 760 1400 511 749 939
"ENSMUSG00000043644" 24 24 41 13 51 21 33 27 9 14 3 9 17 11 16 8
"ENSMUSG00000043648" 176 215 188 122 199 242 225 205 223 144 102 212 296 113 174 102
"ENSMUSG00000043659" 0 0 0 1 3 6 0 3 3 0 0 0 0 0 1 0
"ENSMUSG00000043661" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043664" 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043668" 884 900 956 999 37 7 116 7 685 482 542 796 0 0 0 6
"ENSMUSG00000043670" 11 3 12 12 28 13 6 6 34 51 34 26 29 47 30 29
"ENSMUSG00000043671" 4661 4232 4845 5467 4672 4677 4995 5069 4144 3930 4412 4999 5258 3611 4047 3014
"ENSMUSG00000043673" 0 1 1 1 0 6 15 3 1 0 0 11 3 0 0 2
"ENSMUSG00000043681" 0 0 0 1 0 0 0 0 10 2 0 13 2 0 4 2
"ENSMUSG00000043683" 553 559 587 537 742 663 693 607 493 331 361 406 272 295 308 327
"ENSMUSG00000043687" 82 53 63 38 58 55 91 58 138 163 219 147 211 199 162 134
"ENSMUSG00000043692" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043698" 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043702" 80 92 96 61 67 72 24 77 62 45 85 66 104 55 43 42
"ENSMUSG00000043705" 0 2 2 0 5 5 2 6 2 0 19 0 0 0 0 0
"ENSMUSG00000043715" 0 0 1 0 0 0 0 3 0 0 0 4 0 0 0 0
"ENSMUSG00000043716" 169 134 204 207 195 221 196 150 211 199 201 201 318 217 307 226
"ENSMUSG00000043719" 5598 7222 6581 7901 7165 6330 5914 6591 3115 1818 2083 2310 3300 2040 2750 3245
"ENSMUSG00000043727" 0 0 0 0 0 0 0 0 0 0 0 9 0 0 3 0
"ENSMUSG00000043733" 7245 7817 9622 7572 7683 7867 7109 7707 6478 4507 5749 5774 8034 5673 6746 6016
"ENSMUSG00000043740" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043747" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSMUSG00000043753" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSMUSG00000043760" 469 634 679 488 581 429 679 514 368 231 338 364 422 337 259 239
"ENSMUSG00000043770" 0 0 2 0 0 0 0 1 0 0 3 0 1 0 0 0
"ENSMUSG00000043773" 86 143 167 168 150 203 128 158 45 6 44 33 41 8 40 41
"ENSMUSG00000043782" 20 50 65 21 26 36 20 21 116 43 92 44 54 85 110 76
"ENSMUSG00000043787" 14 8 16 15 11 6 19 14 0 0 0 4 10 0 2 0
"ENSMUSG00000043789" 0 5 0 0 0 0 3 1 1 0 0 0 1 5 7 5
"ENSMUSG00000043794" 6 0 3 0 5 15 3 4 8 1 1 7 2 1 2 3
"ENSMUSG00000043795" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"ENSMUSG00000043800" 8 3 15 1 20 2 5 9 14 20 20 26 34 13 21 11
"ENSMUSG00000043801" 4 5 3 3 8 6 4 10 9 11 3 18 4 8 14 3
"ENSMUSG00000043807" 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSMUSG00000043811" 22 11 4 28 6 8 3 4 26 3 6 4 27 24 2 4
